# HD 209458, TESS 2-minute cadence, TESS Sector 56
# time is days from the first measurement, flux is normalised
time,flux
0.927777,0.9999450
0.929165,1.0000144
0.930554,0.9999882
0.931943,0.9999857
0.933332,0.9999451
0.934721,1.0000269
0.936110,0.9998758
0.937499,0.9998961
0.938888,1.0003727
0.940277,1.0006334
0.941665,0.9996759
0.943054,1.0002164
0.944443,0.9999403
0.945832,1.0000213
0.947221,1.0001627
0.948610,0.9997353
0.949999,1.0000587
0.951388,1.0002008
0.952776,0.9998683
0.954165,0.9997154
0.955554,0.9995719
0.956943,1.0002449
0.958332,0.9997826
0.959721,1.0000708
0.961110,0.9998351
0.962499,0.9999612
0.963888,0.9999536
0.965276,1.0002420
0.966665,0.9997814
0.968054,0.9997870
0.969443,1.0001782
0.970832,1.0003215
0.972221,0.9998539
0.973610,0.9998889
0.974999,1.0000401
0.976388,0.9998926
0.977776,0.9998295
0.979165,0.9992446
0.980554,1.0000683
0.981943,0.9995594
0.983332,0.9998938
0.984721,0.9996681
0.986110,1.0002647
0.987499,1.0003264
0.988887,1.0002069
0.990276,0.9998585
0.991665,0.9999943
0.993054,0.9994412
0.994443,1.0001881
0.995832,0.9994876
0.997221,0.9996221
0.998610,1.0000302
0.999999,1.0006357
1.001387,1.0003295
1.002776,0.9999341
1.004165,0.9999645
1.005554,0.9998047
1.006943,0.9999104
1.008332,0.9993483
1.009721,0.9997927
1.011110,1.0000466
1.012499,0.9999312
1.013887,1.0002135
1.015276,1.0002600
1.016665,1.0001298
1.018054,1.0004411
1.019443,0.9997283
1.020832,0.9997971
1.022221,0.9993918
1.023610,1.0001391
1.024998,0.9997868
1.026387,0.9999310
1.027776,0.9997013
1.029165,1.0001185
1.030554,0.9994481
1.031943,0.9998935
1.033332,0.9995321
1.034721,0.9998161
1.036110,1.0000806
1.037498,0.9995801
1.038887,1.0002070
1.040276,1.0005448
1.041665,1.0000271
1.043054,1.0000436
1.044443,0.9997590
1.045832,1.0001151
1.047221,0.9999223
1.048610,0.9999589
1.049998,1.0000480
1.051387,0.9997206
1.052776,1.0001725
1.054165,0.9996475
1.055554,1.0003937
